1.26416E+17,Now all @Apple has to do is get swype on the iphone and it will be crack. Iphone that is,positive,apple
1.26403E+17,Hilarious @youtube video - guy does a duet with @apple 's Siri. Pretty much sums up the love affair! http://t.co/8ExbnQjY,positive,apple
1.26397E+17,@RIM you made it too easy for me to switch to @Apple iPhone. See ya!,positive,apple
1.2638E+17,The 16 strangest things Siri has said so far. I am SOOO glad that @Apple gave Siri a sense of humor! http://t.co/TWAeUDBp via @HappyPlace,positive,apple
1.26378E+17,Great up close & personal event @Apple tonight in Regent St store!,positive,apple
1.26374E+17,From which companies do you experience the best customer service aside from @zappos and @apple?,positive,apple
1.26366E+17,"Just apply for a job at @Apple, hope they call me lol",positive,apple
1.26366E+17,Lmao I think @apple is onto something magical! I am DYING!!! haha. Siri suggested where to find whores and where to hide a body lolol,positive,apple
1.26361E+17,"RT @PhillipRowntree: Just registered as an @apple developer... Here's hoping I can actually do it... Any help, greatly appreciated!",positive,apple
1.2636E+17,Wow. Great deals on refurbed #iPad (first gen) models. RT: Apple offers great deals on refurbished 1st-gen iPads http://t.co/ukWOKBGd @Apple,positive,apple
1.26358E+17,"Just registered as an @apple developer... Here's hoping I can actually do it... Any help, greatly appreciated!",positive,apple
1.2635E+17,"Hey @apple, if you send me a free iPhone (any version will do), I will publicly and ceremoniously burn my #BlackBerry.",positive,apple
1.26342E+17,"Thanks to @Apple Covent Garden #GeniusBar for replacing my MacBook keyboard/cracked wristpad during my lunch break today, out of warranty.",positive,apple
1.26326E+17,@DailyDealChat @apple Thanks!!,positive,apple
1.26324E+17,iPads Replace Bound Playbooks on Some N.F.L. Teams http://t.co/2UXAWKwf @apple @nytimes,positive,apple
1.26322E+17,@apple @siri is efffing amazing!!,positive,apple
1.26318E+17,"RT @TripLingo: We're one of a few ""Featured Education Apps"" on the @Apple **Website** today, sweet! http://t.co/0yWvbe1Z",positive,apple
1.26315E+17,"We're one of a few ""Featured Education Apps"" on the @Apple **Website** today, sweet! http://t.co/0yWvbe1Z",positive,apple
1.26315E+17,We did an unexpected workshop for the #iPhone4S at @apple yesterday and we got an awesome amount of info #notjustaboutthephone @gamerchik16,positive,apple
1.26308E+17,RT @imightbewrong: I'm OVER people bitching about the #iPhone4S... I think it's the smartest phone I've ever had and I'm very happy.   : ...,positive,apple
1.26303E+17,I'm OVER people bitching about the #iPhone4S... I think it's the smartest phone I've ever had and I'm very happy.   :)  Way to go @Apple!,positive,apple
1.26302E+17,@Twitter CEO points to @Apple as 'corporate mentor' as @iOS signups triple http://t.co/GCY8iphN,positive,apple
1.26288E+17,At the bus with my iPhone ;) thxx @apple,positive,apple
1.26285E+17,"@azee1v1 @apple @umber AppStore is well done, so is iTunes on the mobile devices.  I was talking about desktop app.",positive,apple
1.26264E+17,NYTimes: Coach Wants to See You. And Bring Your iPad. http://t.co/J2FTiEnG #iPad @apple set red 42 red 42 hut hut @NFL wish I had an #iPad,positive,apple
1.26256E+17,@apple @jilive @DanielPink: Apple sells 4 million iPhone 4S units in first weekend ... Steve Jobs brilliance lives on for ever! #iphone #RVA,positive,apple
1.26196E+17,@bkad5161 than apologize to @apple ;),positive,apple
1.26183E+17,@Apple downloads of iOS 5 are proving popular with users  -- http://t.co/NSHLfiUX,positive,apple
1.2618E+17,"Lmfao look at the argument I had with Siri !!
@ijustine @apple http://t.co/D4VjL7SI",positive,apple
1.26164E+17,Incredible: 4 million iPhone 4Ss in 3 days. 135% better than the iPhone 4 http://t.co/1FMJxTMM @apple #iphone4s,positive,apple
1.26141E+17,Well @apple fixed my #ios5 battery drain problem with a replacement iPhone 4 -- it's working like a champ now,positive,apple
1.26134E+17,Currently ordering a BRAND NEW MACBOOK PRO!!! Bahhh... my MacBook is 5 years old. I'll miss it. But it's time. cc: @Apple -,positive,apple
1.26117E+17,"#Siri now knows who my dad, mom, brother and girlfriend is.  Thanks @apple",positive,apple
1.26117E+17,Well at least the @apple store has amazing call waiting music! #need4s,positive,apple
1.26113E+17,#sweet... #apple replaced my glass #probono. thank you @apple,positive,apple
1.26108E+17,Not Bad! @Apple Sells Over 4 Million #IPhones in Debut Weekend - Bloomberg http://t.co/AVSl3ygU - #smartphone #sm RT @VinodRad,positive,apple
1.26105E+17,"loving new technology from @apple iPhone 4s, mac air and iCloud are unreal #technology",positive,apple
1.26097E+17,I'm loving this new IOS5 update :) @apple,positive,apple
1.26096E+17,Another mention for Apple Store: http://t.co/fiIOApKt - RT @floridamike Once again getting great customer service from the @apple store ...,positive,apple
1.26085E+17,Time to go get my iPhone 4s.  Looking forward to sticking it to the man by no longer paying for most texts.  Thanks @apple.,positive,apple
1.26077E+17,Thank you @apple. My new gf(iphone4s) is great!  She does everything!,positive,apple
1.26076E+17,#iCloud set up was flawless and works like a champ! To the Cloud @Apple,positive,apple
1.26076E+17,@Wisconsin_Mommy @Apple I'd totally email the company... I always get great service at our @Apple store!,positive,apple
1.26065E+17,@apple loving the new IOS5 upgrade for the iPhone!,positive,apple
1.26063E+17,Once again getting great customer service from the @apple store at millenia mall.,positive,apple
1.26059E+17,Is it just me or is #iOS5 faster for the iPad? @apple,positive,apple
1.26057E+17,making the switch from @Android to @Apple #iphone #iphone4S #smartphone #stevejobs (@ Apple Store) http://t.co/kj6pJvkH,positive,apple
1.26049E+17,So THANKFUL for the incredible people @apple for going above and beyond and offering to and replacing my  water-damaged Macbook Pro!!! Wow!,positive,apple
1.2604E+17,Play on ma man. Loving the camera in the #iphone4s. Well done @apple  #fb http://t.co/tmdFqRe1,positive,apple
1.26034E+17,So yeah... @apple #iOS5 #readinglists have changed my life. #nowicanspendevenmoretimeonmyphone.,positive,apple
1.26027E+17,@Apple Safari Reader owns the worldwide web,positive,apple
1.26019E+17,I love @apple service . My case has cracked 3x and I go in and they hand me a case and I walk out,positive,apple
1.2601E+17,Said to have laid out the next 4 years @apple.Jobs last iPhone is 2012 not the iPhone4S. iPhone(4G/5) 2012 is magical! http://t.co/DxxklUBp,positive,apple
1.26008E+17,"Kind of excited. On my way to my last class right now and then going to the @Apple store, so buy #MacOSC Snow Leopard and Lion :-)",positive,apple
1.26003E+17,i used to be with @blackberry over 4-5yrs .. after all the disruptions and lost gigs thx to their service im moving to @apple #iphone,positive,apple
1.26E+17,"Apple sells 4 million iPhones in 3 days @apple keep doing what you are doing, because you are doing it well! http://t.co/ZZc6bE0w",positive,apple
1.25979E+17,"4 millions in a weekend, 16 #iPhone4S per second. This is madness?! no, this is @Apple !!!",positive,apple
1.25975E+17,.@apple you got me. I'm now invested. MacBook Pro next year. Time to get on selling more of my #android gear,positive,apple
1.25959E+17,I just sent my grandma a post card using my #CardsApp thanks @Apple,positive,apple
1.25948E+17,"@KostaTsetsekas @apple Putting it in the wash is kind of the equivalent to ""Will it blend?"" Glad to hear it's still alive.",positive,apple
1.2594E+17,"God Bless @YouTube, @apple for  #appletv & our bad ass system. LOVING #PrincessOfChina. GB to @coldplay & @rihanna too :)",positive,apple
1.25926E+17,Been off twitter for a few days as I smashed my iPhone but @apple were very nice and gave me a new one :),positive,apple
1.25924E+17,Thank you @Apple iOS 5 for email pop up on the lock screen and opening it when unlocking.,positive,apple
1.25923E+17,One word - #wow. RT @jldavid iPhone 4S First Weekend Sales Top Four Million: http://t.co/Zx5Pw0GT (via @apple),positive,apple
1.25902E+17,RT @MN2NOVA: Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! #ios5 @apple,positive,apple
1.25901E+17,Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! #ios5 @apple,positive,apple
1.259E+17,Love #ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! @apple #lovemyiphone,positive,apple
1.2585E+17,"Gone for a run, beautiful morning , man do I love iOS 5 @apple, #iPhone",positive,apple
1.2584E+17,@apple your simply the best.,positive,apple
1.25795E+17,I must admit @apple has made me a very happy camper! I have text tones now! Lol! Ring tone: #MakeMeProud Drakes vers! Text tone: Nicki's,positive,apple
1.25729E+17,"Day305, I'm thankful for the great customer service received today from @Apple via phone CS, new phone on the way #365daysofgratefulness",positive,apple
1.25723E+17,Loving the new iPod update @apple,positive,apple
1.25718E+17,@alexlindsay My wife upgraded her iPhone 4. I think Siri alone is worth the upgrade. Looking forward to @Apple continuing to enhance Siri.,positive,apple
1.25714E+17,@SteveJobs being honored tonite @Apple...A truly great loss to the world.He will so be missed,positive,apple
1.25712E+17,Thx @instagram Thx @apple #hypo #D-76 #tri-x http://t.co/D7EeJHBT,positive,apple
1.25709E+17,Loving my new #iPhone4S thanks @apple for #ios5,positive,apple
1.25701E+17,@apple the iPhone 4s is great #genius,positive,apple
1.257E+17,@apple Cards app notifies me the card I sent has arrived at local post office and should be delivered today... Sunday. Truly is #magic.,positive,apple
1.25682E+17,@apple Siri is amazing,positive,apple
1.2568E+17,@rygurl you need an @apple iphone4S with Siri!,positive,apple
1.25677E+17,"Meet #Siri, your new iPhone butler. Click the link and be amazed by all it can do: http://t.co/lvfFdCEL @Apple",positive,apple
1.25667E+17,"So, I am using my work PC (NEVER EVER) to get a feel for it; it has the worst speakers ever!! @apple you have spoiled me!! #imamac",positive,apple
1.25662E+17,@apple just got the new iOS5 upgrade with iMessage...good luck surviving now @BlackBerry,positive,apple
1.25653E+17,Loving #iOS5 !! #awesome @Apple,positive,apple
1.25648E+17,"RT @MattyRiesz: @kathrynyee You were right, an iPhone is a must have. #addicted {WELCOME TO THE @APPLE CLUB}",positive,apple
1.25628E+17,@Apple's Siri is witchcraft.  What's next @googleresearch. 2 yr lead lost?,positive,apple
1.25624E+17,"@Apple iOS 5 is sweet! Notifications, phone search covers mail now, wifi sync, iCloud backup and integrated Twitter are all well done.",positive,apple
1.25618E+17,RT @katebetts: Another great James Stewart story in today's NY Times about importance of architecture in @apple retail success http://t. ...,positive,apple
1.2561E+17,Another great James Stewart story in today's NY Times about importance of architecture in @apple retail success http://t.co/Kniz452s,positive,apple
1.25597E+17,Welcome to the twitter world @MarkStuver. This is due to #iOS5 and @apple thanks guys.,positive,apple
1.25586E+17,Impressive service @apple genius bar metro centre. Power cable replaced free n booked in for screen replacement for free :- D,positive,apple
1.25562E+17,RT @deb_lavoy: the nice guy at the @apple store replaced my phone gratis when I showed him the hairline  crack on the screen. thanks @apple,positive,apple
1.25562E+17,the nice guy at the @apple store replaced my phone gratis when I showed him the hairline  crack on the screen. thanks @apple,positive,apple
